system,school,pool,designation_ineligible,score_achievement,score_growth,score_absenteeism,score_grad,score_ready_grad,score_elpa,targeted_support_Native,targeted_support_Asian,targeted_support_Black,targeted_support_BHN,targeted_support_ED,targeted_support_EL,targeted_support_Hispanic,targeted_support_HPI,targeted_support_SWD,targeted_support_White,targeted_support_subgroups,targeted_support,final_average
530,15,K8,0,4,3.6,2.8666666666666663,,,,,,,,0,,,,,0,0,0,3.7
530,18,K8,0,2.7333333333333334,2.4000000000000004,2.8,,,0,,,,0,0,,0,,0,0,0,0,2.4
530,25,HS,0,2.5999999999999996,2.5999999999999996,3.2666666666666666,4,4,,,,,,,,,,,0,0,0,3
530,30,K8,0,3.2,3.6,3,,,,,,,,0,,,,,0,0,0,3.3
530,35,K8,0,2.1333333333333333,3.9,2.6,,,4,,,,0,0,0,0,,,0,0,0,3
530,40,HS,0,2.466666666666667,3.2,2.4000000000000004,4,4,0,,,,,0,,,,,0,0,0,2.8
530,48,K8,0,3.6,3.9,4,,,,,,,0,0,,0,,0,0,0,0,3.8
530,50,K8,0,2.7333333333333334,3.466666666666667,3.8666666666666667,,,,,,,0,0,,,,0,0,0,0,3.1
530,55,K8,0,3,2,2.1999999999999997,,,,,,,,,,,,,0,0,0,2.5
531,5,HS,0,3,3.5,2.6,3.6,3.4,2,,,,0,0,,0,,,0,0,0,3.1
531,10,K8,0,2.6999999999999997,4,4,,,2,,,,0,0,0,0,,0,0,0,0,3.2
531,30,K8,0,4,4,3.8,,,2.8666666666666663,,,,0,0,0,0,,,0,0,0,3.9
540,10,K8,0,3.2,1.4,3.7333333333333334,,,3,,,,,0,,,,,0,0,0,2.6
540,15,HS,0,3,2.7333333333333334,4,3,2.4,,,,,,0,,,,,0,0,0,2.9
540,25,K8,0,1.4,0.4,3.466666666666667,,,,,,,,0,,,,,0,0,0,1.2
540,30,K8,0,3,3.8,2,,,,,,,,0,,,,0,0,0,0,3.2
540,45,HS,0,2.7333333333333334,0,2.4000000000000004,3,2.5999999999999996,0.8,,,,0,0,,,,0,0,0,0,1.8
540,50,K8,0,2,0.5333333333333333,4,,,,,,0,0,0,,,,0,0,0,0,1.6
540,55,K8,0,0.8666666666666667,0.13333333333333333,4,,,,,,,0,0,,,,1,1,2,1,0.9
540,60,K8,0,2.5999999999999996,2.5999999999999996,3.7333333333333334,,,0,,,,0,0,,,,0,0,0,0,2.5
540,65,K8,0,2.5999999999999996,3.4,4,,,,,,,,0,,,,,0,0,0,3.1
541,5,K8,0,2.7333333333333334,3.8666666666666667,2.533333333333333,,,,,,0,0,0,,0,,0,0,0,0,3.2
541,25,K8,0,2.5999999999999996,1.2666666666666666,4,,,,,,0,0,0,,,,,0,0,0,2.2
541,30,K8,0,3.466666666666667,2,3.8666666666666667,,,2,,,0,0,0,,,,0,0,0,0,2.8
542,7,K8,0,2.8666666666666663,3.466666666666667,3.7333333333333334,,,,,,,0,0,,,,0,0,0,0,3.2
550,5,K8,0,2.5999999999999996,2,4,,,,,,,,0,,,,,0,0,0,2.5
550,10,HS,0,2.4000000000000004,0.6666666666666667,4,3.2,0,,,,,,0,,,,,0,0,0,1.6
550,15,K8,0,2.8,3.4,4,,,,,,,,0,,,,0,0,0,0,3.2
550,20,HS,0,2.8666666666666663,1.8666666666666667,3.8666666666666667,4,3.6,,,,,,0,,,,,0,0,0,2.9
550,25,K8,0,1.8,0.4,2.4000000000000004,,,,,,,,0,,,,0,0,0,0,1.3
550,30,K8,0,3,1.4,3.8,,,,,,,,0,,,,,0,0,0,2.4
550,40,K8,0,2,0.8,4,,,,,,0,0,0,,,,,0,0,0,1.7
550,45,K8,0,2.5999999999999996,4,4,,,,,,0,0,0,,,,0,0,0,0,3.3
560,5,K8,0,2.5999999999999996,3.6,2.2666666666666666,,,2.8666666666666663,,,,,0,,,,,0,0,0,2.9
560,20,K8,0,2.333333333333333,2.3,2.4000000000000004,,,1.7333333333333334,,,,0,0,,0,,0,0,0,0,2.3
560,21,HS,0,1.7333333333333334,0.4,2.533333333333333,2,2.5999999999999996,0,,,,,0,,,,,0,0,0,1.5
560,22,K8,0,2.3,1.3,2.2666666666666666,,,4,,,,0,0,,0,,0,0,0,0,2.1
560,25,K8,0,1.6,1.7333333333333334,4,,,,,,,,0,,,,,0,0,0,1.9
560,30,HS,0,1.4,1.6666666666666665,4,4,4,,,,,,,,,,,0,0,0,2.4
560,35,K8,0,3.6,2,2.533333333333333,,,,,,,,0,,,,,0,0,0,2.9
570,6,K8,0,2,3.4,3.8666666666666667,,,,,,0,0,0,,,,,,0,0,2.7
570,14,K8,0,0.8666666666666667,0.2,4,,,2.8666666666666663,,,,,,,,,,,0,0,1.1
570,21,K8,0,2,1.2000000000000002,4,,,4,,,0,0,0,,,,,0,0,0,2.1
570,22,K8,0,2,3.6,0.8,,,,,,0,0,0,,,,,,0,0,2.5
570,24,K8,0,0.26666666666666666,0.26666666666666666,3.8666666666666667,,,,,,1,1,0,,,,0,1,3,1,0.6
570,38,K8,0,2,2.7333333333333334,3.7333333333333334,,,,,,,,,,,,,,0,0,2.5
570,53,HS,0,1,0.13333333333333333,0.26666666666666666,1,0.8666666666666667,0,,,1,1,1,,,,1,0,4,1,0.6
570,56,K8,0,1.2000000000000002,1.8666666666666667,2.4000000000000004,,,,,,,,,,,,,,0,0,1.6
570,63,HS,0,4,3.6,4,4,4,,,,,0,,,,,,0,0,0,3.9
570,71,HS,0,1,0.5,4,2.4000000000000004,2.1333333333333333,2,,,0,0,0,,0,,0,0,0,0,1.6
570,76,K8,0,1.7,2,3.7,,,0,,,0,0,0,0,0,,0,0,0,0,1.8
570,86,K8,0,3.6,3.6,4,,,,,,0,0,,,,,0,0,0,0,3.6
570,100,K8,0,1.8666666666666667,0.4,4,,,1,,,0,0,0,,,,0,0,0,0,1.5
570,102,K8,0,2.2,1.4,4,,,4,,,0,0,0,,,,,0,0,0,2.3
570,105,HS,0,1,3.466666666666667,4,2,2.2,3.2,,,0,0,0,,,,,0,0,0,2.4
570,111,K8,0,2,0.1,3.8,,,3.1333333333333333,,,0,0,0,0,0,,0,0,0,0,1.6
570,130,K8,0,1.7333333333333334,1.4,4,,,1,,,0,0,0,,,,0,0,0,0,1.8
570,140,K8,0,1.2666666666666666,0.30000000000000004,3,,,,,,1,1,0,,,,0,0,2,1,1.1
570,142,K8,0,0.9,0.5,4,,,2,,,0,0,0,,0,,1,0,1,1,1.2
570,144,K8,0,1.8666666666666667,2.1999999999999997,2.4000000000000004,,,,,,,,,,,,,,0,0,2.1
570,146,K8,0,2,2.8,4,,,1.6,,,0,0,0,,,,,,0,0,2.4
580,21,K8,0,1.6,2.7333333333333334,0.13333333333333333,,,,,,,,0,,,,0,0,0,0,1.9
580,23,K8,0,1.2666666666666666,1.4,3.1333333333333333,,,,,,0,0,0,,,,0,0,0,0,1.5
580,25,HS,0,2.8666666666666663,0.26666666666666666,3.8666666666666667,2,4,,,,,,0,,,,,0,0,0,2.4
580,30,K8,0,0.6,2.5999999999999996,1.2000000000000002,,,,,,,,1,,,,,1,2,1,1.5
580,50,K8,0,1.1333333333333333,0.6666666666666667,1,,,,,,0,0,0,,,,0,1,1,1,0.9
580,55,HS,0,1,0.2,2.2666666666666666,3,4,,,,,,,,,,,0,0,0,1.6
580,63,K8,0,4,4,2.4000000000000004,,,,,,,,0,,,,,0,0,0,3.8
580,65,K8,0,1.8,0.8,2,,,,,,,,1,,,,0,1,2,1,1.4
580,70,HS,0,3,1.4,2.2,4,4,,,,,,,,,,,0,0,0,2.7
581,5,K8,0,2,3,4,,,,,,,,,,,,,0,0,0,2.6
590,7,K8,0,3.2,1,3.466666666666667,,,,,,,,0,,,,,0,0,0,2.3
590,18,K8,0,2.5999999999999996,3.8,2.8666666666666663,,,,,,,,0,,,,,0,0,0,3.1
590,20,HS,0,2.4000000000000004,1.8666666666666667,3.2,4,4,,,,,,,,,,,0,0,0,2.7
590,30,HS,0,2.5999999999999996,1.2666666666666666,3.1333333333333333,4,4,,,,,,,,,,,0,0,0,2.6
590,41,K8,0,1.6,0.8,2.2666666666666666,,,3,,,0,0,0,,0,,0,1,1,1,1.5
590,43,K8,0,3.2,2.2,3.9,,,3.8666666666666667,,,0,0,0,,0,,,0,0,0,3
590,47,HS,0,2.7333333333333334,1.8666666666666667,2.4000000000000004,2.8,3.2,,,,0,0,0,,,,,0,0,0,2.5
590,60,K8,0,2.4,3.9,3.8,,,3.7,,,0,0,0,0,0,,0,0,0,0,3.2
590,65,K8,0,2.5999999999999996,0.8,2.5999999999999996,,,,,,,,0,,,,0,0,0,0,1.9
600,5,K8,0,2.8,1.1333333333333333,3.6,,,4,,,,0,0,,,,,0,0,0,2.4
600,10,K8,0,2.2,2.1333333333333333,1.4,,,1,,,0,0,0,,,,,0,0,0,2
600,15,HS,0,1.2666666666666666,1.8,1.7000000000000002,2,2,0.13333333333333333,,,0,0,0,,0,,0,0,0,0,1.5
600,30,HS,0,1.4,1.8000000000000003,3.8666666666666667,4,4,2,,,,,,,,,,0,0,0,2.5
600,33,K8,0,1.1,0.6000000000000001,0.5,,,0.8666666666666667,,,0,0,1,0,0,,0,1,2,1,0.8
600,40,HS,0,3,2,3.8666666666666667,4,4,,,,,,,,,,,0,0,0,3
600,45,K8,0,0.2,0.2,3.4,,,1,,,,1,0,,,,,0,1,1,0.6
600,50,K8,0,3.2,3.4,2.1333333333333333,,,4,,,,0,0,,,,,0,0,0,3.2
600,53,K8,0,4,0.6000000000000001,2.2666666666666666,,,4,,,,0,,,,,,0,0,0,2.6
600,55,K8,0,3,0.4,1.8000000000000003,,,3,,,0,0,0,,0,,,0,0,0,2
600,59,K8,0,2.4,3.3333333333333335,2.1333333333333333,,,,,,0,0,0,,,,,0,0,0,2.7
600,61,K8,0,1.1333333333333333,0.2,2.1333333333333333,,,,,,1,1,1,,,,0,1,4,1,0.9
600,65,HS,0,2,1.8666666666666667,1.2666666666666666,2,0,,,,,,,,,,,0,0,0,1.5
600,68,K8,0,1.2000000000000002,2,3.4,,,3,,,0,0,0,,,,,0,0,0,1.9
600,70,K8,0,1,2.2,2,,,3.2,,,0,0,0,,,,,0,0,0,1.7
600,85,HS,0,2.4,3.6,2.5999999999999996,4,3,,,,,,,,,,,0,0,0,3
600,90,K8,0,3.2666666666666666,2.1333333333333333,3.7333333333333334,,,2,,,0,0,0,,,,0,0,0,0,2.8
600,95,HS,0,1.7333333333333334,0.13333333333333333,2.8,3,1.9999999999999998,1,,,0,0,0,,,,,0,0,0,1.5
600,100,K8,0,1,0.2,1.3,,,0.8666666666666667,,,1,1,1,1,1,,0,1,6,1,0.7
600,105,K8,0,1.7,0.6000000000000001,1.6666666666666665,,,1.8,,,0,0,1,,0,,0,0,1,1,1.3
600,110,HS,1,,0,4,1,0,,,,,,,,,,,,0,0,0.7
610,5,K8,0,2,0.8,3.4,,,,,,,,0,,,,,0,0,0,1.7
610,8,K8,0,2,2,2.4000000000000004,,,,,,,,0,,,,0,0,0,0,2
610,15,K8,0,2.5999999999999996,0.4,4,,,,,,,,0,,,,0,0,0,0,1.9
610,25,HS,0,2,2.4,4,4,4,,,,,,0,,,,,0,0,0,2.8
620,10,K8,0,2,3,2.8,,,,,,,,,,,,,0,0,0,2.5
620,18,K8,0,2,0.5333333333333333,4,,,,,,,0,0,,,,0,0,0,0,1.6
620,20,K8,0,2.1333333333333333,3.466666666666667,4,,,,,,,0,0,,,,0,0,0,0,2.9
620,35,K8,0,1.6,0.8,3.6,,,,,,,,0,,,,,0,0,0,1.5
620,37,HS,0,2.7333333333333334,3.7333333333333334,4,2.8,2.5999999999999996,,,,,,,,,,0,0,0,0,3.1
620,40,HS,0,1.1333333333333333,0.4,2.2666666666666666,2,3,3.2,,,,,,,,,,0,0,0,1.7
620,45,K8,0,2.5999999999999996,2,4,,,,,,,,0,,,,,0,0,0,2.5
620,50,HS,0,1.6,3.4,4,4,0,,,,,,,,,,,0,0,0,2.2
620,53,K8,0,2,2.7333333333333334,3.8,,,,,,,,0,,,,,0,0,0,2.5
620,55,K8,0,1.4,2.1,4,,,3,,,,,0,,,,,0,0,0,2.1
620,58,K8,0,2,3.5,4,,,,,,,0,0,,0,,0,0,0,0,2.8
621,5,K8,0,1.8666666666666667,0.5,3.2666666666666666,,,,,,,0,0,,,,0,0,0,0,1.5
621,10,K8,0,2.333333333333333,2.1,3.9,,,4,,,,0,0,,0,,0,0,0,0,2.6
621,15,K8,0,1.4,0.6000000000000001,2.4000000000000004,,,,,,0,0,0,,0,,0,1,1,1,1.2
630,3,K8,0,3.2,0.4,3.8666666666666667,,,4,,,0,0,0,,0,,0,0,0,0,2.4
630,5,K8,0,3.466666666666667,1.1333333333333333,4,,,,,,0,0,0,,,,0,0,0,0,2.6
630,10,K8,0,1.8666666666666667,1.2666666666666666,2,,,,,,0,0,0,,,,0,0,0,0,1.6
630,15,K8,0,2.7333333333333334,2.9,3.7,,,4,,,0,0,0,,0,,0,0,0,0,3
630,17,K8,0,3.6,0.5,3.7,,,3.2,,,0,0,0,,0,,0,0,0,0,2.5
630,18,K8,0,1,0.2,2.3,,,1.8666666666666667,,,1,0,1,,0,,1,1,4,1,0.9
630,19,HS,0,1.2000000000000002,0.5,3.8,2,2.1333333333333333,2.1333333333333333,,,0,0,0,,0,,0,0,0,0,1.6
630,20,K8,0,3.4,1.2666666666666666,3.466666666666667,,,,,,,,0,,,,0,0,0,0,2.6
630,25,HS,0,2.5999999999999996,1.7333333333333334,3.7333333333333334,3.1333333333333333,2.7333333333333334,,,,,0,0,,,,0,0,0,0,2.5
630,27,K8,0,3.8666666666666667,0.5,4,,,3,,,0,0,0,,0,,0,0,0,0,2.6
630,30,HS,0,3.2,3.7,3.7333333333333334,3.8666666666666667,3.2,2,,,0,0,0,,,,0,0,0,0,3.3
630,35,K8,0,3.466666666666667,2.4000000000000004,3.8666666666666667,,,,,,0,0,0,,0,,0,0,0,0,3.1
630,40,K8,0,3.6,0.13333333333333333,2.8666666666666663,,,,,,,0,0,,,,0,0,0,0,2.1
630,45,K8,0,4,3.8,3.8,,,4,,,,0,0,,,,,0,0,0,3.9
630,49,K8,0,2.7333333333333334,3.466666666666667,3.2666666666666666,,,,,,0,0,0,,0,,0,0,0,0,3.1
630,51,K8,0,2,1.9,3.9,,,0.8,,,0,0,0,,0,,0,0,0,0,2
630,52,K8,0,2.333333333333333,0.26666666666666666,2.5999999999999996,,,,,,0,1,0,,1,,0,0,2,1,1.5
630,55,K8,0,2.466666666666667,0.5333333333333333,2.8666666666666663,,,,,,0,0,0,,,,0,0,0,0,1.7
630,60,K8,0,2.8666666666666663,2.8666666666666663,3.1333333333333333,,,4,,,0,0,0,,0,,0,0,0,0,3
630,65,K8,0,1.7333333333333334,0.7000000000000001,3.1333333333333333,,,4,,,0,0,0,,0,,0,0,0,0,1.7
630,66,K8,0,3,3.0999999999999996,4,,,3.8,,,0,0,0,,0,,0,0,0,0,3.2
630,67,K8,0,1.7,0.2,3.466666666666667,,,1,,,0,0,1,,0,,1,0,2,1,1.3
630,68,HS,0,3.466666666666667,3.5,4,2.7333333333333334,2.1999999999999997,1,,,0,0,0,,0,,0,0,0,0,3
630,70,HS,0,2.5999999999999996,2.1333333333333333,3.6,2.8666666666666663,2.7333333333333334,,,,0,0,0,,0,,0,0,0,0,2.6
630,73,K8,0,3.6,0.2,3.0999999999999996,,,2,,0,0,0,0,,0,,0,0,0,0,2.2
630,75,K8,0,3,3.9,3.9,,,4,,,0,0,0,,0,,0,0,0,0,3.5
630,77,K8,0,3.2,0.2,3.7333333333333334,,,,,1,0,0,0,,0,,0,0,1,1,2.1
630,78,HS,0,3.6,3.0666666666666664,4,4,2.4,,,,0,0,0,,,,0,0,0,0,3.3
630,83,K8,0,3.8,3,4,,,,,,0,0,,,0,,0,0,0,0,3.5
630,84,K8,0,2.4,1.1,3.1333333333333333,,,0.2,,0,0,0,0,,0,,1,0,1,1,1.8
630,85,K8,0,3.7333333333333334,0.5333333333333333,3.7333333333333334,,,,,,,0,0,,0,,0,0,0,0,2.5
630,88,HS,0,4,3.2,4,4,4,,,,,,,,,,,,0,0,3.8
630,90,K8,0,3.466666666666667,1.2666666666666666,3.8,,,3,,,0,0,0,,0,,0,0,0,0,2.7
630,95,K8,0,3.7333333333333334,0.4,3.6,,,,,,,0,0,,,,0,0,0,0,2.4
630,100,HS,0,2.5,0.1,3.3,2.5999999999999996,2.466666666666667,1,,,0,0,0,,0,,0,0,0,0,1.8
630,105,K8,0,3.8666666666666667,3.0999999999999996,4,,,3,,0,0,0,0,,0,,0,0,0,0,3.5
630,110,K8,0,3.3333333333333335,2.1333333333333333,4,,,4,,,0,0,0,,0,,1,0,1,1,3
630,115,K8,0,3.3333333333333335,1.2000000000000002,3.8666666666666667,,,4,,,0,0,0,,0,,0,0,0,0,2.7
640,10,K8,0,1.8,1.5333333333333334,1.8,,,,,,,,0,,,,0,0,0,0,1.7
640,15,HS,0,2.8,2.4000000000000004,2.4000000000000004,3,4,,,,,,,,,,,0,0,0,2.9
650,10,K8,0,2,1.2000000000000002,3.6,,,,,,,,0,,,,0,0,0,0,1.8
650,13,K8,0,0.8,0.4,2.8,,,,,,,,1,,,,0,1,2,1,0.8
650,15,HS,0,1,0.4,4,4,4,,,,,,,,,,,0,0,0,1.9
650,30,HS,0,1,1.4,4,4,3,,,,,,,,,,,0,0,0,2
650,46,HS,1,,,,4,0,,,,,,,,,,,,0,0,0.8
650,55,HS,0,1,1.7333333333333334,4,4,2,,,,,,,,,,,0,0,0,1.9
650,60,K8,0,0,0.4,3.4,,,,,,,,1,,,,,1,2,1,0.5
650,70,HS,0,2,1.2000000000000002,4,4,3,,,,,,,,,,,0,0,0,2.3
660,7,K8,0,2.5999999999999996,2,3.8,,,,,,,,0,,,,,0,0,0,2.5
660,12,K8,0,3.6,2.5999999999999996,2.4000000000000004,,,,,,,,0,,,,,0,0,0,3.1
660,26,K8,0,2.1999999999999997,1.4,2.8,,,,,,,,0,,,,0,0,0,0,1.9
660,35,HS,0,2.4000000000000004,0.26666666666666666,2.8,3.8,2.4,,,,,,0,,,,0,0,0,0,1.9
660,38,K8,0,2,2,2.6,,,1.8,,,,0,0,0,0,,0,1,1,1,2
660,45,K8,0,3.6,2.5999999999999996,4,,,,,,,,0,,,,,0,0,0,3.2
660,50,HS,0,2.1999999999999997,0.4,1.7333333333333334,4,4,,,,,,,,,,,0,0,0,2.1
661,10,K8,0,1.9,0.5,2.8,,,4,,,1,0,1,0,0,,0,0,2,1,1.7
661,12,K8,0,2.5999999999999996,2.3,2.1999999999999997,,,,,,0,0,0,,0,,0,0,0,0,2.4
661,15,HS,0,3.6,3.7333333333333334,3.7333333333333334,4,3.6,,,,0,0,0,,,,,0,0,0,3.7
670,5,K8,0,2,1.8,2,,,,,,,,0,,,,,0,0,0,1.9
670,20,K8,0,2.5999999999999996,2.1999999999999997,4,,,,,,,,0,,,,,0,0,0,2.6
670,30,HS,0,1.8,0,1.2000000000000002,4,3.6,,,,,,0,,,,0,0,0,0,1.7
670,35,K8,0,1.8,1.2000000000000002,4,,,,,,,,0,,,,0,0,0,0,1.8
670,50,K8,0,3.4,2.5999999999999996,3.7333333333333334,,,,,,,,0,,,,0,0,0,0,3.1
670,60,K8,0,2,2.4000000000000004,2.4000000000000004,,,,,,,,0,,,,,0,0,0,2.2
670,65,K8,0,2,2.2,2.6,,,,,,,,,,,,,0,0,0,2.1
680,15,K8,0,2.1999999999999997,0,2.8,,,,,,,,1,,,,,0,1,1,1.4
680,20,K8,0,2.5999999999999996,2,2.5999999999999996,,,,,,,,0,,,,,0,0,0,2.4
680,25,K8,0,1.2000000000000002,0.6666666666666667,3.4,,,,,,,,0,,,,0,1,1,1,1.2
680,27,HS,0,2,0,2.2,3,4,,,,,,,,,,,0,0,0,1.9
690,5,HS,0,2,2.5999999999999996,1.2,4,4,,,,,,,,,,,0,0,0,2.6
690,10,K8,0,1.2000000000000002,1,4,,,,,,,,0,,,,0,1,1,1,1.4
700,5,K8,0,2.5999999999999996,1,2.8,,,,,,,,0,,,,,0,0,0,2
700,10,K8,0,3.4,2,2.2,,,,,,,,0,,,,0,0,0,0,2.7
700,15,HS,0,2.4000000000000004,3.4,3.2,4,3,,,,,,,,,,,0,0,0,3
700,50,K8,0,3.6,3,4,,,,,,,,0,,,,0,0,0,0,3.4
700,53,HS,0,1,0.4,4,3.6,3.2,,,,,,0,,,,,0,0,0,1.7
700,57,K8,0,3.6,3.6,1.4,,,,,,,,0,,,,,0,0,0,3.4
710,5,K8,0,3.2,3.6,2,,,3,,,,,0,,,,,0,0,0,3.2
710,8,K8,0,3,3.7,3,,,0.8,,,0,0,0,0,0,,0,0,0,0,3
710,15,K8,0,2.5999999999999996,2,4,,,,,,,,0,,,,0,0,0,0,2.5
710,25,K8,0,3.7,4,2.3,,,2.8,,,,0,0,0,0,,0,0,0,0,3.6
710,30,K8,0,1.7999999999999998,1.2666666666666666,2.533333333333333,,,,,,,,0,,,,,0,0,0,1.7
710,35,K8,0,3.6,2.333333333333333,4,,,,,,,,0,,,,,0,0,0,3.1
710,37,HS,0,2.9,3.4,1.8,2.466666666666667,2.533333333333333,0.9,,,,0,0,,0,,0,0,0,0,2.6
710,50,K8,0,2,3.8,4,,,2.2,,,,0,0,0,0,,,1,1,1,2.9
710,55,HS,0,1.2666666666666666,3.8,4,1.6,2,0.9,,,,,0,,,,,0,0,0,2.3
710,57,K8,0,2.5999999999999996,1.4,3.0999999999999996,,,2,,,,0,0,,,,,0,0,0,2.2
710,60,K8,0,2,2.5999999999999996,4,,,4,,,,0,0,,0,,,0,0,0,2.6
710,65,K8,0,2.4,0.30000000000000004,3.2,,,0.2,,0,1,0,1,0,0,,0,0,2,1,1.5
710,70,K8,0,1.6,2.1333333333333333,2.8666666666666663,,,2,,,,,0,,,,,0,0,0,2
710,90,HS,0,3.6,3.3333333333333335,3.2666666666666666,2.1999999999999997,2.8,,,,,,0,,,,0,0,0,0,3.3
710,95,K8,0,3,2.7333333333333334,3.1333333333333333,,,2.8,,,,,0,,,,0,0,0,0,2.9
710,100,K8,0,1.9,0.5,3.466666666666667,,,2,,,0,0,0,,0,,0,0,0,0,1.6
710,110,K8,0,1.7333333333333334,2.9,2.4000000000000004,,,,,,,0,0,,0,,0,0,0,0,2.3
720,10,K8,0,3.6,2.2666666666666666,3.6,,,,,,,,0,,,,,0,0,0,3.1
720,20,K8,0,3.6,2,4,,,,,,,,0,,,,,0,0,0,3
720,32,HS,0,2,1.4666666666666666,4,4,2.1333333333333333,3,,,,0,0,,,,0,0,0,0,2.3
720,40,K8,0,2.5999999999999996,0.13333333333333333,3.1333333333333333,,,,,,,,0,,,,0,0,0,0,1.7
720,50,K8,0,1.6,2.1333333333333333,2.5999999999999996,,,,,,,,0,,,,,0,0,0,1.9
720,65,K8,0,2.5999999999999996,1.4,3.7,,,4,,,,0,0,0,0,,,0,0,0,2.4
720,70,K8,0,2.7333333333333334,2.5,4,,,,,,,0,0,,0,,0,0,0,0,2.8
721,5,K8,0,2.9,3.9,3.4,,,3.8666666666666667,,,0,0,0,0,0,,0,0,0,0,3.4
730,5,K8,0,3.7333333333333334,3.1333333333333333,3.1333333333333333,,,,,,,0,0,,,,0,0,0,0,3.4
730,14,K8,0,1,0.26666666666666666,0.7333333333333333,,,,,,,,1,,,,0,1,2,1,0.7
730,15,HS,0,1.2000000000000002,2,2.1333333333333333,3.6,3,,,,,,0,,,,,0,0,0,2
730,28,K8,0,2.8666666666666663,3.7333333333333334,2.2666666666666666,,,,,,0,0,0,,,,0,0,0,0,3.2
730,35,K8,0,3,3.2,3.6,,,,,,,,0,,,,0,0,0,0,3.1
730,45,K8,0,3.6,4,4,,,,,,,,0,,,,,0,0,0,3.8
730,47,K8,0,3.6,3.6,3.6,,,,,,,,0,,,,,0,0,0,3.6
730,48,K8,0,2.8,2.2,4,,,,,,,,0,,,,0,0,0,0,2.7
730,50,HS,0,3.4,0.8,4,4,4,,,,,,,,,,,0,0,0,2.8
730,60,K8,0,1.6,0.8,3.2,,,,,,,,0,,,,,0,0,0,1.4
730,65,HS,0,3,3.4,4,3,3,,,,,,,,,,,0,0,0,3.2
730,77,K8,0,1.8666666666666667,3.6,3.3333333333333335,,,,,,,0,0,,,,0,0,0,0,2.7
730,80,HS,0,2.4,1.1333333333333333,3.8666666666666667,3.6,3.6,,,,,,0,,,,,0,0,0,2.5
730,81,HS,1,,,4,2,3,,,,,,,,,,,,0,0,3.1
730,85,HS,0,2,0,3.7333333333333334,3.6,3,,,,,,0,,,,,0,0,0,1.9
730,90,K8,0,2.4,3.466666666666667,4,,,,,,,,0,,,,0,0,0,0,3
730,95,K8,0,3.6,0.8,2.4000000000000004,,,,,,,,0,,,,,0,0,0,2.4
740,15,K8,0,2.2,3.9,3.8,,,3.7,,,0,0,0,0,0,,0,0,0,0,3.1
740,20,K8,0,0.4,1.8,3.3,,,3.9,,,0,0,0,0,0,,0,0,0,0,1.5
740,25,K8,0,1.6,0.6666666666666667,2.4000000000000004,,,3.1333333333333333,,,,,0,,,,,0,0,0,1.5
740,26,K8,0,2.9,4,3.4,,,3,,,0,0,0,0,0,,0,0,0,0,3.3
740,28,K8,0,2.8666666666666663,1.2666666666666666,2.8666666666666663,,,4,,,,0,0,,,,0,0,0,0,2.4
740,32,HS,0,2.5999999999999996,2.5999999999999996,3.4,4,1,,,,,,,,,,,0,0,0,2.4
740,35,K8,0,2.5999999999999996,2.7333333333333334,1.8666666666666667,,,,,,,,0,,,,0,0,0,0,2.6
740,38,K8,0,1.8,1.7000000000000002,3.7333333333333334,,,2,,,0,0,0,,0,,0,0,0,0,2
740,40,HS,0,2,1.6666666666666665,3.4,3,3.6,,,,,,0,,,,,0,0,0,2.4
740,45,HS,0,1.1333333333333333,1.1,4,4,3,0,,,,,,,,,,0,0,0,1.8
740,48,K8,0,1.8,3.7333333333333334,3.6,,,,,,,,0,,,,0,0,0,0,2.8
740,50,K8,0,3.4,4,2.6,,,4,,,0,0,0,0,0,,,0,0,0,3.6
740,70,HS,0,2.4,0.7,2.4000000000000004,2.333333333333333,1.9333333333333331,0.8,,,0,0,0,,0,,1,0,1,1,1.7
740,75,K8,0,2.5999999999999996,1.7,3.8,,,0,,,0,0,0,0,0,,0,0,0,0,2.1
740,80,K8,0,2.5999999999999996,2,3.7333333333333334,,,,,,,,0,,,,,0,0,0,2.5
740,88,K8,0,2.7333333333333334,3.6,4,,,,,,,0,0,,0,,0,0,0,0,3.2
740,90,HS,0,2.466666666666667,3.3333333333333335,4,4,4,,,,,,,,,,,0,0,0,3.3
740,100,K8,1,,2,,,,,,,,,,,,,,,0,0,2
750,1,K8,0,3.7,1.5,3.8,,,4,,0,0,0,0,0,0,,0,0,0,0,3
750,2,K8,0,2.5999999999999996,1,2.6999999999999997,,,0.8,,0,0,0,0,0,0,,0,0,0,0,1.9
750,3,K8,0,3.3333333333333335,3.8,2.6999999999999997,,,4,,,0,0,0,,0,,0,0,0,0,3.5
750,4,HS,0,2.333333333333333,3.1,3.8,3.466666666666667,3.2,1.8666666666666667,,,0,0,0,,0,,1,0,1,1,2.9
750,5,K8,0,2.5999999999999996,1.8,3,,,4,,,,0,0,,,,0,0,0,0,2.5
750,8,K8,0,3.466666666666667,4,4,,,3.7,,,0,0,0,0,0,,,0,0,0,3.7
750,15,HS,0,4,4,3.8,4,4,,,,,,,,,,,0,0,0,4
750,17,K8,0,2.5999999999999996,3.4,2.2666666666666666,,,1,,,0,0,0,,0,,0,0,0,0,2.7
750,20,K8,0,3.3333333333333335,0.8,3.7333333333333334,,,1,,,0,0,0,,,,0,0,0,0,2.3
750,21,K8,0,1,0.4,2.2,,,2.1,,1,1,0,0,0,0,,0,1,3,1,1
